"City/Town/County","State","Lat","Long","Population","deaths","cases"
"Arlington","Virginia",38.8767675,-77.10139853,236842,369,66715
"Augusta","Virginia",38.16404586,-79.12461614,75558,239,24503
"Bath","Virginia",38.05852573,-79.73912095,4147,21,1082
"Bedford","Virginia",37.3080028,-79.5281964,78997,285,22201
"Bland","Virginia",37.13128068,-81.13599391,6280,25,2404
"Botetourt","Virginia",37.55531756,-79.80982182,33419,118,9990
"Bristol","Virginia",36.6163024,-82.16359122,16762,111,6189
"Brunswick","Virginia",36.76366949,-77.8593436,16231,54,4091
"Buchanan","Virginia",37.26818323,-82.03749726,21004,150,6192
"Buckingham","Virginia",37.57242268,-78.52518834,17148,62,4981
"Buena Vista","Virginia",37.73484642,-79.35296097,6478,48,2331
"Campbell","Virginia",37.20553386,-79.09678609,54885,237,17713
"Caroline","Virginia",38.02679129,-77.34901405,30725,95,9041
"Carroll","Virginia",36.73066666,-80.73455942,29791,177,9791
"Charles City","Virginia",37.35358063,-77.05634116,6963,31,1715
"Charlotte","Virginia",37.01909701,-78.66314092,11880,50,3431
"Charlottesville","Virginia",38.03527919,-78.48569588,47266,86,12470
"Chesapeake","Virginia",36.67670048,-76.30545744,244835,565,64364
"Chesterfield","Virginia",37.37373208,-77.5868014,352802,875,100129
"Clarke","Virginia",39.11271747,-77.99199425,14619,56,3513
"Colonial Heights","Virginia",37.26420587,-77.39609676,17370,112,6338
"Covington","Virginia",37.7824656,-79.98631446,5538,31,1912
"Craig","Virginia",37.48133648,-80.21072274,5131,25,1451
"Culpeper","Virginia",38.48199985,-77.9563087,52605,179,14440
"Cumberland","Virginia",37.51328851,-78.24398086,9932,30,1841
"Danville","Virginia",36.58022376,-79.40395668,40044,301,14774
"Dickenson","Virginia",37.12560977,-82.35124171,14318,71,4888
"Dinwiddie","Virginia",37.07544585,-77.63451754,28544,108,7516
"Emporia","Virginia",36.69455571,-77.53406129,5346,57,1660
"Essex","Virginia",37.93357639,-76.94230311,10953,43,2836
"Fairfax","Virginia",38.83677558,-77.27565836,1147532,1720,261545
"Fairfax City","Virginia",38.85157547,-77.2977964,24019,51,2741
"Falls Church","Virginia",38.88485255,-77.17560759,14617,21,3510
"Fauquier","Virginia",38.73564842,-77.80647472,71222,164,16629
"Floyd","Virginia",36.9302126,-80.36738849,15749,55,3719
"Fluvanna","Virginia",37.84157909,-78.27715475,27270,54,6902
"Franklin","Virginia",36.99536167,-79.88023649,56042,227,14138
"Franklin City","Virginia",36.6831435,-76.93859681,7967,57,2681
"Frederick","Virginia",39.20172582,-78.25974949,89313,287,26744
"Fredericksburg","Virginia",38.2977863,-77.4922454,29036,51,7248
"Galax","Virginia",36.66601852,-80.91703124,6347,86,3293
"Giles","Virginia",37.31234791,-80.70636931,16720,60,5280
"Gloucester","Virginia",37.40809042,-76.53524337,37348,115,9649
"Goochland","Virginia",37.71714806,-77.90381514,23753,64,5779
"Grayson","Virginia",36.65677234,-81.23215889,15550,98,5656
"Greene","Virginia",38.29545894,-78.46525378,19819,65,5087
"Greensville","Virginia",36.67878901,-77.56351439,11336,45,3908
"Halifax","Virginia",36.76654925,-78.93512622,33911,195,9666
"Hampton","Virginia",37.03513786,-76.35879121,134510,375,38739
"Hanover","Virginia",37.7583355,-77.49464673,107766,348,29106
"Harrisonburg","Virginia",38.43542574,-78.87536254,53016,184,15289
"Henrico","Virginia",37.53460572,-77.39326555,330818,1083,91424
"Henry","Virginia",36.68542395,-79.87634026,50557,331,16061
"Highland","Virginia",38.35799465,-79.56124594,2190,6,496
"Hopewell","Virginia",37.29186313,-77.29754684,22529,125,7844
"Isle of Wight","Virginia",36.90579348,-76.70842863,37109,129,9221
"James City","Virginia",37.31156958,-76.76950618,76523,155,21280
"King George","Virginia",38.26818502,-77.15852768,26836,57,6909
"King William","Virginia",37.70965316,-77.09384941,17148,52,4733
"King and Queen","Virginia",37.71044922,-76.88689628,7025,15,1476
"Lancaster","Virginia",37.71889653,-76.46400482,10603,42,2338
"Lee","Virginia",36.70586667,-83.12606515,23423,131,8477
"Lexington","Virginia",37.78258621,-79.44262866,7446,34,2736
"Loudoun","Virginia",39.08990083,-77.63481877,413538,446,97880
"Louisa","Virginia",37.97850256,-77.96274807,37591,102,8936
"Lunenburg","Virginia",36.94618528,-78.24133319,12196,45,3377
"Lynchburg","Virginia",37.40021399,-79.19888138,82168,327,24408
"Madison","Virginia",38.41531222,-78.28220331,13261,48,3172
"Manassas","Virginia",38.7464321,-77.48509905,41085,80,11883
"Manassas Park","Virginia",38.77058531,-77.44399307,17478,31,4909
"Martinsville","Virginia",36.68212094,-79.86352771,12554,126,4575
"Mathews","Virginia",37.44164146,-76.34098896,8834,28,2065
"Mecklenburg","Virginia",36.67882005,-78.36131056,30587,148,7908
"Middlesex","Virginia",37.63191998,-76.55064617,10582,55,2530
"Montgomery","Virginia",37.17746986,-80.37868691,98535,189,25147
"Nelson","Virginia",37.78790447,-78.88498513,14930,40,3258
"New Kent","Virginia",37.50694406,-76.99828634,23091,45,5973
"Newport News","Virginia",37.08166899,-76.51754109,179225,459,49863
"Norfolk","Virginia",36.89934014,-76.26420872,242742,548,54074
"Northampton","Virginia",37.34062933,-75.87751591,11710,78,2909
"Northumberland","Virginia",37.89202088,-76.41949732,12095,47,2717
"Norton","Virginia",36.93357076,-82.62750411,3981,22,1618
"Nottoway","Virginia",37.1435975,-78.05065922,15232,103,5684
"Orange","Virginia",38.24530219,-78.015604,37051,109,9192
"Out of VA","Virginia",0,0,0,0,0
"Page","Virginia",38.61807452,-78.48797204,23902,133,7068
"Patrick","Virginia",36.6801638,-80.2865648,17608,123,4991
"Petersburg","Virginia",37.20530399,-77.39368102,31346,153,10239
"Pittsylvania","Virginia",36.81980341,-79.39731264,60354,249,19155
"Poquoson","Virginia",37.14259351,-76.35798148,12271,31,2983
"Portsmouth","Virginia",36.85914825,-76.35971629,94398,368,26689
"Powhatan","Virginia",37.55016038,-77.91267882,29652,67,6387
"Prince Edward","Virginia",37.22554789,-78.43597949,22802,89,6813
"Prince George","Virginia",37.18497668,-77.22922187,38353,90,11593
"Prince William","Virginia",38.70916224,-77.48713689,470335,838,128090
"Pulaski","Virginia",37.06474963,-80.71229738,34027,170,10977
"Radford","Virginia",37.12222899,-80.5602732,18249,51,5204
"Rappahannock","Virginia",38.68295619,-78.15826963,7370,14,1374
"Richmond","Virginia",37.937575,-76.72920628,9023,30,2922
"Richmond City","Virginia",37.53255773,-77.47966921,230436,553,61627
"Roanoke","Virginia",37.26865804,-80.06396753,94186,321,28387
"Roanoke City","Virginia",37.27791025,-79.96189766,99143,440,28360
"Rockbridge","Virginia",37.81204314,-79.44605905,22573,93,5195
"Rockingham","Virginia",38.51006137,-78.87260325,81948,273,19153
"Russell","Virginia",36.9302832,-82.10095486,26586,139,9531
"Salem","Virginia",37.2836193,-80.06219455,25301,113,7305
"Scott","Virginia",36.71466456,-82.60171704,21566,143,7697
"Shenandoah","Virginia",38.85905135,-78.56813762,43616,263,14037
"Smyth","Virginia",36.84455636,-81.53344948,30104,203,12097
"Southampton","Virginia",36.72231125,-77.10642712,17631,108,4502
"Spotsylvania","Virginia",38.18574462,-77.655399,136215,342,35404
"Stafford","Virginia",38.41758738,-77.45917053,152882,202,42180
"Staunton","Virginia",38.15965544,-79.05979937,24932,136,7855
"Suffolk","Virginia",36.70155394,-76.63603554,92108,346,24459
"Surry","Virginia",37.11781893,-76.88450012,6422,23,1433
"Sussex","Virginia",36.92432914,-77.25791182,11159,48,2926
"Tazewell","Virginia",37.12191123,-81.56685568,40595,224,14063
"Unassigned","Virginia",0,0,0,0,0
"Virginia Beach","Virginia",36.73285734,-76.04566934,449974,947,115797
"Warren","Virginia",38.90847745,-78.20280433,40164,186,11498
"Washington","Virginia",36.72341572,-81.95666289,53740,261,18222
"Waynesboro","Virginia",38.06451466,-78.90293905,22630,87,7554
"Westmoreland","Virginia",38.11021557,-76.80213247,18015,60,4345
"Williamsburg","Virginia",37.28131268,-76.70905141,14954,25,2326
"Winchester","Virginia",39.17054517,-78.17325058,28078,102,8175
"Wise","Virginia",36.9746148,-82.62410519,37383,237,13968
"Wythe","Virginia",36.91582035,-81.07834059,28684,173,9713
"York","Virginia",37.24374789,-76.54412815,68280,136,13861
"Adams","Washington",46.98299757,-118.5601734,19983,45,5647
"Asotin","Washington",46.18894415,-117.2022851,22582,86,5606
"Benton","Washington",46.23946995,-119.5120834,204390,539,62042
"Chelan","Washington",47.87046092,-120.6173956,77200,196,24171
"Clallam","Washington",48.04754642,-123.9226319,77331,209,15809
"Clark","Washington",45.77568046,-122.4829204,488241,1047,111985
"Columbia","Washington",46.29442881,-117.9051983,3985,18,751
"Cowlitz","Washington",46.19074721,-122.6782231,110593,424,27341
"Douglas","Washington",47.7361335,-119.692937,43429,87,13333
"Ferry","Washington",48.4711431,-118.5154041,7627,34,1825
"Franklin","Washington",46.53351425,-118.9018212,95222,227,36835
"Garfield","Washington",46.43197502,-117.5454032,2225,7,503
"Grant","Washington",47.20753737,-119.4500749,97733,239,31652
"Grays Harbor","Washington",47.14003705,-123.7820567,75061,253,20465
"Island","Washington",48.14713305,-122.5216407,85141,124,13800
"Jefferson","Washington",47.75003077,-123.5609704,32221,34,4899
"King","Washington",47.49137892,-121.8346131,2252782,3512,549865
"Kitsap","Washington",47.63479026,-122.6436061,271473,414,52668
"Kittitas","Washington",47.12521214,-120.679439,47935,93,10399
"Klickitat","Washington",45.87325839,-120.7913598,22425,61,4321
"Lewis","Washington",46.57756476,-122.3925769,80707,298,20865
"Lincoln","Washington",47.57705241,-118.4194388,10939,30,2680
"Mason","Washington",47.35007586,-123.1863685,66768,183,15817
"Okanogan","Washington",48.54855019,-119.7387224,42243,138,10644
"Out of WA","Washington",0,0,0,0,0
"Pacific","Washington",46.55418369,-123.7285716,22471,79,4853
"Pend Oreille","Washington",48.53234021,-117.2741804,13724,44,2979
"Pierce","Washington",47.03892768,-122.1405958,904980,1612,245455
"San Juan","Washington",48.60182783,-122.96745,17582,3,1994
"Skagit","Washington",48.48171488,-121.766131,129205,272,28814
"Skamania","Washington",46.02408726,-121.9164403,12083,17,1798
"Snohomish","Washington",48.04615983,-121.7170703,822083,1448,205341
"Spokane","Washington",47.62113146,-117.4046494,522798,1686,154262
"Stevens","Washington",48.40035475,-117.8542701,45723,167,10107
"Thurston","Washington",46.9291895,-122.8290656,290536,525,63339
"Unassigned","Washington",0,0,0,6,3297
"Wahkiakum","Washington",46.2918004,-123.4250831,4488,11,640
"Walla Walla","Washington",46.23040051,-118.4775539,60760,175,19032
"Whatcom","Washington",48.82227976,-121.7490018,229247,375,49230
"Whitman","Washington",46.90022523,-117.5241763,50104,102,10115
"Yakima","Washington",46.45738486,-120.7380126,250873,863,83734
"Barbour","West Virginia",39.1307219,-80.00350858,16441,77,5974
"Berkeley","West Virginia",39.46704621,-78.02414609,119171,347,45181
"Boone","West Virginia",38.01974191,-81.69888019,21457,103,8730
"Braxton","West Virginia",38.70036159,-80.72011184,13957,52,4995
"Brooke","West Virginia",40.27367263,-80.57915332,21939,112,6303
"Cabell","West Virginia",38.42424062,-82.23855912,91945,443,34011
"Calhoun","West Virginia",38.84315422,-81.11934872,7109,15,2265
"Clay","West Virginia",38.46231092,-81.07652217,8508,54,2717
"Doddridge","West Virginia",39.27057157,-80.70671527,8448,20,2506
"Fayette","West Virginia",38.02974928,-81.08286634,42406,236,16797
"Gilmer","West Virginia",38.9251277,-80.85952723,7823,23,2538
"Grant","West Virginia",39.10314817,-79.19440518,11568,61,4824
"Greenbrier","West Virginia",37.9463652,-80.45335881,34662,184,12903
"Hampshire","West Virginia",39.32103553,-78.60826476,23175,75,7326
"Hancock","West Virginia",40.51943859,-80.57461608,28810,152,8411
"Hardy","West Virginia",39.00683177,-78.85855301,13776,52,5726
"Harrison","West Virginia",39.2853852,-80.37919577,67256,290,26120
"Jackson","West Virginia",38.84263974,-81.68148753,28576,159,8807
"Jefferson","West Virginia",39.30776166,-77.86014147,57146,152,18459
"Kanawha","West Virginia",38.33860077,-81.52857054,178124,881,59239
"Lewis","West Virginia",38.9947249,-80.49988181,15907,96,6972
"Lincoln","West Virginia",38.172154,-82.07017953,20409,97,7288
"Logan","West Virginia",37.8299889,-81.93528571,32019,205,12944
"Marion","West Virginia",39.50984542,-80.24244659,56072,208,20364
"Marshall","West Virginia",39.86064362,-80.66591062,30531,171,11225
"Mason","West Virginia",38.77071799,-82.02524219,26516,111,8945
"McDowell","West Virginia",37.38002939,-81.65083669,17624,88,7475
"Mercer","West Virginia",37.40481169,-81.11023142,58758,291,23430
"Mineral","West Virginia",39.41561583,-78.94104895,26868,167,10268
"Mingo","West Virginia",37.73048351,-82.13338365,23424,135,10010
"Monongalia","West Virginia",39.63218457,-80.04766838,105612,218,31434
"Monroe","West Virginia",37.56274716,-80.54577965,13275,50,5911
"Morgan","West Virginia",39.55439028,-78.26311676,17884,79,5229
"Nicholas","West Virginia",38.29617706,-80.79759588,24496,115,9376
"Ohio","West Virginia",40.0955451,-80.62203992,41411,199,13888
"Out of WV","West Virginia",0,0,0,0,0
"Pendleton","West Virginia",38.68314479,-79.35084086,6969,25,2361
"Pleasants","West Virginia",39.37091679,-81.16771771,7460,39,2504
"Pocahontas","West Virginia",38.32758728,-80.00993811,8247,36,2571
"Preston","West Virginia",39.46770987,-79.66712803,33432,145,11090
"Putnam","West Virginia",38.50782345,-81.9082131,56450,221,20885
"Raleigh","West Virginia",37.76936795,-81.2456041,73361,424,30655
"Randolph","West Virginia",38.769899,-79.87919615,28695,100,12101
"Ritchie","West Virginia",39.18094587,-81.06356878,9554,34,3046
"Roane","West Virginia",38.71622686,-81.35243568,13688,52,4510
"Summers","West Virginia",37.65390597,-80.86009693,12573,66,3878
"Taylor","West Virginia",39.33602617,-80.0421439,16695,84,5961
"Tucker","West Virginia",39.11240885,-79.57053576,6839,39,2444
"Tyler","West Virginia",39.46811972,-80.88772676,8591,33,2729
"Unassigned","West Virginia",0,0,0,9,904
"Upshur","West Virginia",38.89285061,-80.23689136,24176,106,8979
"Wayne","West Virginia",38.14901357,-82.42287994,39402,149,11718
"Webster","West Virginia",38.49370949,-80.4202023,8114,38,2863
"Wetzel","West Virginia",39.6065771,-80.6401654,15065,98,5466
"Wirt","West Virginia",39.02775007,-81.37473928,5821,28,1742
"Wood","West Virginia",39.20967886,-81.5162836,83518,380,28053
"Wyoming","West Virginia",37.612327,-81.54511071,20394,136,9709
"Adams","Wisconsin",43.96974651,-89.76782777,20220,70,5855
"Ashland","Wisconsin",46.31956891,-90.67837132,15562,43,4171
"Barron","Wisconsin",45.42372701,-91.84833627,45244,155,16134
"Bayfield","Wisconsin",46.52868768,-91.19716729,15036,49,4388
"Brown","Wisconsin",44.4526553,-88.00411844,264542,625,103132
"Buffalo","Wisconsin",44.37835084,-91.75332578,13031,14,4194
"Burnett","Wisconsin",45.86303537,-92.36711412,15414,45,5145
"Calumet","Wisconsin",44.0816316,-88.21780273,50089,138,16917
"Chippewa","Wisconsin",45.06939744,-91.28068855,64658,220,22234
"Clark","Wisconsin",44.73483377,-90.61207486,34774,133,9070
"Columbia","Wisconsin",43.46492199,-89.33589004,57532,149,19687
"Crawford","Wisconsin",43.23870316,-90.93073686,16131,32,5361
"Dane","Wisconsin",43.06601594,-89.41733797,546695,647,179419
"Dodge","Wisconsin",43.41576662,-88.70928178,87839,378,33020
"Door","Wisconsin",44.95856458,-87.30002707,27668,91,8791
"Douglas","Wisconsin",46.43222285,-91.91595768,43150,95,14473
"Dunn","Wisconsin",44.94562799,-91.8962481,45368,85,15619
"Eau Claire","Wisconsin",44.726614,-91.28609183,104646,215,36682
"Florence","Wisconsin",45.84963535,-88.39804137,4295,17,1350
"Fond du Lac","Wisconsin",43.75354908,-88.48885325,103403,317,39260
"Forest","Wisconsin",45.66678019,-88.77084892,9004,56,3349
"Grant","Wisconsin",42.8671731,-90.7063218,51439,163,15513
"Green","Wisconsin",42.6794956,-89.60243287,36960,65,11674
"Green Lake","Wisconsin",43.80025981,-89.04679553,18913,72,6385
"Iowa","Wisconsin",43.00050278,-90.13469017,23678,34,6894
"Iron","Wisconsin",46.26302338,-90.24295041,5687,50,1818
"Jackson","Wisconsin",44.31864893,-90.80566792,20643,46,6954
"Jefferson","Wisconsin",43.02054068,-88.77529134,84769,270,26944
"Juneau","Wisconsin",43.92456975,-90.11120239,26687,76,9427
"Kenosha","Wisconsin",42.57639354,-88.04051686,169561,720,56650
"Kewaunee","Wisconsin",44.51727459,-87.61468386,20434,71,6842
"La Crosse","Wisconsin",43.90632465,-91.11451093,118016,222,43695
"Lafayette","Wisconsin",42.66005229,-90.1317729,16665,33,4446
"Langlade","Wisconsin",45.26271619,-89.07483625,19189,108,6762
"Lincoln","Wisconsin",45.33737523,-89.73411273,27593,160,9040
"Manitowoc","Wisconsin",44.11946801,-87.80928853,78981,220,25188
"Marathon","Wisconsin",44.89792533,-89.75863384,135692,550,49540
"Marinette","Wisconsin",45.38553432,-88.033246,40350,149,14581
"Marquette","Wisconsin",43.81911946,-89.40073763,15574,71,4644
"Menominee","Wisconsin",45.00422544,-88.70950714,4556,16,2411
"Milwaukee","Wisconsin",43.00486062,-87.96733172,945726,2501,341679
"Monroe","Wisconsin",43.94641218,-90.618819,46253,113,14773
"Oconto","Wisconsin",45.02715345,-88.26807503,37930,135,13380
"Oneida","Wisconsin",45.70677897,-89.51944105,35595,152,10958
"Out of WI","Wisconsin",0,0,0,0,0
"Outagamie","Wisconsin",44.41578887,-88.46565023,187885,451,64645
"Ozaukee","Wisconsin",43.38352225,-87.94625009,89221,213,27875
"Pepin","Wisconsin",44.58307413,-91.99949611,7287,20,2307
"Pierce","Wisconsin",44.71850291,-92.4224416,42754,78,13517
"Polk","Wisconsin",45.46130348,-92.44182875,43783,132,15166
"Portage","Wisconsin",44.47558711,-89.50152965,70772,178,22890
"Price","Wisconsin",45.68051754,-90.3609888,13351,42,4090
"Racine","Wisconsin",42.74753117,-88.05941254,196311,761,71350
"Richland","Wisconsin",43.3762778,-90.43012729,17252,57,4995
"Rock","Wisconsin",42.67151616,-89.071479,163354,463,55399
"Rusk","Wisconsin",45.47498854,-91.1333012,14178,62,4189
"Sauk","Wisconsin",43.42574087,-89.94966132,64442,166,20998
"Sawyer","Wisconsin",45.87931905,-91.14504927,16558,71,6060
"Shawano","Wisconsin",44.78902246,-88.76443896,40899,166,14345
"Sheboygan","Wisconsin",43.72099677,-87.94579284,115340,362,39446
"St. Croix","Wisconsin",45.03437474,-92.45000068,90687,168,30696
"Taylor","Wisconsin",45.21179252,-90.5004405,20343,83,5796
"Trempealeau","Wisconsin",44.30360275,-91.35893614,29649,75,9970
"Unassigned","Wisconsin",0,0,0,0,0
"Vernon","Wisconsin",43.59422667,-90.8324691,30822,119,7686
"Vilas","Wisconsin",46.05467334,-89.51719204,22195,108,6511
"Walworth","Wisconsin",42.66858202,-88.54163073,103868,312,33399
"Washburn","Wisconsin",45.89838588,-91.79050449,15720,52,5041
"Washington","Wisconsin",43.36863664,-88.22974712,136034,371,46894
"Waukesha","Wisconsin",43.01833055,-88.30431188,404198,1248,139825
"Waupaca","Wisconsin",44.47068056,-88.96534501,50990,266,16370
"Waushara","Wisconsin",44.11324419,-89.24317107,24443,94,7659
"Winnebago","Wisconsin",44.06886922,-88.64477096,171907,418,63957
"Wood","Wisconsin",44.45537896,-90.04158336,72999,268,27057
"Albany","Wyoming",41.65498705,-105.7235415,38880,54,11581
"Big Horn","Wyoming",44.52405055,-107.9960365,11790,66,3086
"Campbell","Wyoming",44.24886082,-105.5474404,46341,161,13903
"Carbon","Wyoming",41.69357844,-106.9326084,14800,55,5023
"Converse","Wyoming",42.97272268,-105.5081848,13822,58,3686
"Crook","Wyoming",44.58855102,-104.5697705,7584,32,1579
"Fremont","Wyoming",43.04183996,-108.6296893,39261,204,16863
"Goshen","Wyoming",42.08798185,-104.3534743,13211,65,4604
